match_id,league,season,match_datetime_utc,match_date,match_weekday,home_team_id,home_team_name,away_team_id,away_team_name,home_goals,away_goals,total_goals,goal_difference,home_xg,away_xg,xg_difference,match_outcome,match_outcome_code,outcome_label,outcome_id,home_win_flag,draw_flag,away_win_flag,home_points_actual,away_points_actual,forecast_home_win,forecast_draw,forecast_away_win,market_home_edge,market_expected_points_home,market_expected_points_away,market_entropy,market_logit_home,market_max_prob,away_away_matches_last_14_days,away_fixture_congestion_flag,away_forecast_win_prev,away_forecast_win_prev_delta,away_goal_diff_exp_decay,away_goal_diff_last_10,away_goal_diff_last_2,away_goal_diff_last_3,away_goal_diff_last_5,away_goal_diff_last_8,away_goals_against_last_10,away_goals_against_last_2,away_goals_against_last_3,away_goals_against_last_5,away_goals_against_last_8,away_goals_for_last_10,away_goals_for_last_2,away_goals_for_last_3,away_goals_for_last_5,away_goals_for_last_8,away_match_number,away_matches_last_14_days,away_matches_played,away_points_exp_decay,away_points_last_10,away_points_last_2,away_points_last_3,away_points_last_5,away_points_last_8,away_points_pct_last_10,away_points_pct_last_2,away_points_pct_last_3,away_points_pct_last_5,away_points_pct_last_8,away_rest_days_capped,away_rest_days_prev,away_rest_reset_flag,away_travel_rest_ratio,away_xg_against_last_10,away_xg_against_last_2,away_xg_against_last_3,away_xg_against_last_5,away_xg_against_last_8,away_xg_diff_exp_decay,away_xg_diff_last_10,away_xg_diff_last_2,away_xg_diff_last_3,away_xg_diff_last_5,away_xg_diff_last_8,away_xg_for_last_10,away_xg_for_last_2,away_xg_for_last_3,away_xg_for_last_5,away_xg_for_last_8,form_diff_last5,form_diff_last5_season_mean,form_diff_last5_season_std,form_diff_last5_season_var,form_diff_last5_season_z,form_pct_diff_last5,form_pct_diff_last5_season_mean,form_pct_diff_last5_season_std,form_pct_diff_last5_season_var,form_pct_diff_last5_season_z,home_away_matches_last_14_days,home_fixture_congestion_flag,home_forecast_win_prev,home_forecast_win_prev_delta,home_goal_diff_exp_decay,home_goal_diff_last_10,home_goal_diff_last_2,home_goal_diff_last_3,home_goal_diff_last_5,home_goal_diff_last_8,home_goals_against_last_10,home_goals_against_last_2,home_goals_against_last_3,home_goals_against_last_5,home_goals_against_last_8,home_goals_for_last_10,home_goals_for_last_2,home_goals_for_last_3,home_goals_for_last_5,home_goals_for_last_8,home_match_number,home_matches_last_14_days,home_matches_played,home_points_exp_decay,home_points_last_10,home_points_last_2,home_points_last_3,home_points_last_5,home_points_last_8,home_points_pct_last_10,home_points_pct_last_2,home_points_pct_last_3,home_points_pct_last_5,home_points_pct_last_8,home_rest_days_capped,home_rest_days_prev,home_rest_reset_flag,home_travel_rest_ratio,home_xg_against_last_10,home_xg_against_last_2,home_xg_against_last_3,home_xg_against_last_5,home_xg_against_last_8,home_xg_diff_exp_decay,home_xg_diff_last_10,home_xg_diff_last_2,home_xg_diff_last_3,home_xg_diff_last_5,home_xg_diff_last_8,home_xg_for_last_10,home_xg_for_last_2,home_xg_for_last_3,home_xg_for_last_5,home_xg_for_last_8,momentum_fixture_congestion_delta,momentum_fixture_congestion_delta_season_mean,momentum_fixture_congestion_delta_season_std,momentum_fixture_congestion_delta_season_var,momentum_fixture_congestion_delta_season_z,momentum_forecast_trend_delta,momentum_forecast_trend_delta_season_mean,momentum_forecast_trend_delta_season_std,momentum_forecast_trend_delta_season_var,momentum_forecast_trend_delta_season_z,momentum_forecast_win_prev_delta,momentum_forecast_win_prev_delta_season_mean,momentum_forecast_win_prev_delta_season_std,momentum_forecast_win_prev_delta_season_var,momentum_forecast_win_prev_delta_season_z,momentum_goal_diff_last2_delta,momentum_goal_diff_last2_delta_season_mean,momentum_goal_diff_last2_delta_season_std,momentum_goal_diff_last2_delta_season_var,momentum_goal_diff_last2_delta_season_z,momentum_goal_diff_last3_delta,momentum_goal_diff_last3_delta_season_mean,momentum_goal_diff_last3_delta_season_std,momentum_goal_diff_last3_delta_season_var,momentum_goal_diff_last3_delta_season_z,momentum_goal_diff_last8_delta,momentum_goal_diff_last8_delta_season_mean,momentum_goal_diff_last8_delta_season_std,momentum_goal_diff_last8_delta_season_var,momentum_goal_diff_last8_delta_season_z,momentum_matches_last14_delta,momentum_matches_last14_delta_season_mean,momentum_matches_last14_delta_season_std,momentum_matches_last14_delta_season_var,momentum_matches_last14_delta_season_z,momentum_points_exp_decay_delta,momentum_points_exp_decay_delta_season_mean,momentum_points_exp_decay_delta_season_std,momentum_points_exp_decay_delta_season_var,momentum_points_exp_decay_delta_season_z,momentum_points_last2_delta,momentum_points_last2_delta_season_mean,momentum_points_last2_delta_season_std,momentum_points_last2_delta_season_var,momentum_points_last2_delta_season_z,momentum_points_last3_delta,momentum_points_last3_delta_season_mean,momentum_points_last3_delta_season_std,momentum_points_last3_delta_season_var,momentum_points_last3_delta_season_z,momentum_points_last8_delta,momentum_points_last8_delta_season_mean,momentum_points_last8_delta_season_std,momentum_points_last8_delta_season_var,momentum_points_last8_delta_season_z,momentum_points_pct_last3_delta,momentum_points_pct_last3_delta_season_mean,momentum_points_pct_last3_delta_season_std,momentum_points_pct_last3_delta_season_var,momentum_points_pct_last3_delta_season_z,momentum_travel_rest_ratio_delta,momentum_travel_rest_ratio_delta_season_mean,momentum_travel_rest_ratio_delta_season_std,momentum_travel_rest_ratio_delta_season_var,momentum_travel_rest_ratio_delta_season_z,momentum_xg_diff_last2_delta,momentum_xg_diff_last2_delta_season_mean,momentum_xg_diff_last2_delta_season_std,momentum_xg_diff_last2_delta_season_var,momentum_xg_diff_last2_delta_season_z,momentum_xg_diff_last3_delta,momentum_xg_diff_last3_delta_season_mean,momentum_xg_diff_last3_delta_season_std,momentum_xg_diff_last3_delta_season_var,momentum_xg_diff_last3_delta_season_z,momentum_xg_diff_last8_delta,momentum_xg_diff_last8_delta_season_mean,momentum_xg_diff_last8_delta_season_std,momentum_xg_diff_last8_delta_season_var,momentum_xg_diff_last8_delta_season_z,momentum_xg_exp_decay_delta,momentum_xg_exp_decay_delta_season_mean,momentum_xg_exp_decay_delta_season_std,momentum_xg_exp_decay_delta_season_var,momentum_xg_exp_decay_delta_season_z,rest_diff,rest_diff_season_mean,rest_diff_season_std,rest_diff_season_var,rest_diff_season_z,rest_reset_flag_pair,season_phase_away,season_phase_home,xg_diff_last5,is_result,fixture_congestion_flag_pair,match_day_index,match_day_of_year,match_day_of_year_norm,match_weekday_index,match_day_index_season_mean,match_day_index_season_std,match_day_index_season_var,match_day_index_season_z,match_day_of_year_norm_season_mean,match_day_of_year_norm_season_std,match_day_of_year_norm_season_var,match_day_of_year_norm_season_z,match_weekday_index_season_mean,match_weekday_index_season_std,match_weekday_index_season_var,match_weekday_index_season_z
18202,EPL,2022,2022-08-05 19:00:00,2022-08-05,Friday,78,Crystal Palace,83,Arsenal,0,2,2,-2,1.20637,1.43601,-0.22964,Away Win,A,A,0,0,0,1,0,3,0.2864,0.2912,0.4224,-0.136,1.1503999999999999,1.5583999999999998,1.0813967064978427,-0.3885632973055612,0.4224,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23421052,4.8372335,23.398829,0.04841828,0.0,-0.018552631,0.33962536,0.11534538,0.054626755,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.023684211,0.40048403,0.16038746,0.059138965,0.0,-0.13708921,0.5170309,0.26732096,0.26514703,0.0,-0.090047106,0.40660402,0.16532683,0.22146143,0.0,-0.22894737,4.0780907,16.630823,0.056140825,0.0,-0.38947368,4.9425077,24.428383,0.07880082,0.0,-0.18947369,9.56968,91.57878,0.019799376,0.0,-0.028947368,0.63885117,0.40813082,0.0453116,0.0,-0.121189356,1.2367498,1.52955,0.0979902,0.0,-0.1368421,2.8815143,8.303124,0.047489647,0.0,-0.26578948,3.542488,12.549222,0.07502904,0.0,-0.19210526,6.7610903,45.71234,0.028413355,0.0,-0.031725146,0.4017037,0.16136585,0.07897649,0.0,-0.031014169,0.10733015,0.011519762,0.28896046,0.0,-0.31733638,3.0652084,9.395503,0.103528485,0.0,-0.35753998,3.9995668,15.996534,0.08939467,0.0,-0.28740034,7.7983575,60.81438,0.036853958,0.0,-0.19173712,1.3487182,1.8190407,0.14216247,0.0,-0.032949563,3.2198846,10.367657,0.01023315,0,0.0,0.0,0.0,True,1,0.0,217.0,0.592896174863388,4.0,156.62895,93.45264,8733.3955,-1.6760249,0.45397612,0.29286107,0.08576761,0.47435477,4.381579,1.7835891,3.1811903,-0.2139388
18203,EPL,2022,2022-08-06 11:30:00,2022-08-06,Saturday,228,Fulham,87,Liverpool,2,2,4,0,1.26822,2.34111,-1.07289,Draw,D,D,1,0,1,0,1,1,0.1225,0.2133,0.6642,-0.5417000000000001,0.5808,2.2058999999999997,0.8585388138949865,-1.6904722789578646,0.6642,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23421052,4.8372335,23.398829,0.04841828,0.0,-0.018552631,0.33962536,0.11534538,0.054626755,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.023684211,0.40048403,0.16038746,0.059138965,0.0,-0.13708921,0.5170309,0.26732096,0.26514703,0.0,-0.090047106,0.40660402,0.16532683,0.22146143,0.0,-0.22894737,4.0780907,16.630823,0.056140825,0.0,-0.38947368,4.9425077,24.428383,0.07880082,0.0,-0.18947369,9.56968,91.57878,0.019799376,0.0,-0.028947368,0.63885117,0.40813082,0.0453116,0.0,-0.121189356,1.2367498,1.52955,0.0979902,0.0,-0.1368421,2.8815143,8.303124,0.047489647,0.0,-0.26578948,3.542488,12.549222,0.07502904,0.0,-0.19210526,6.7610903,45.71234,0.028413355,0.0,-0.031725146,0.4017037,0.16136585,0.07897649,0.0,-0.031014169,0.10733015,0.011519762,0.28896046,0.0,-0.31733638,3.0652084,9.395503,0.103528485,0.0,-0.35753998,3.9995668,15.996534,0.08939467,0.0,-0.28740034,7.7983575,60.81438,0.036853958,0.0,-0.19173712,1.3487182,1.8190407,0.14216247,0.0,-0.032949563,3.2198846,10.367657,0.01023315,0,0.0,0.0,0.0,True,1,1.0,218.0,0.5956284153005464,5.0,156.62895,93.45264,8733.3955,-1.6653243,0.45397612,0.29286107,0.08576761,0.48368424,4.381579,1.7835891,3.1811903,0.34672844
18204,EPL,2022,2022-08-06 14:00:00,2022-08-06,Saturday,73,Bournemouth,71,Aston Villa,2,0,2,2,0.588341,0.488895,0.099446,Home Win,H,H,2,1,0,0,3,0,0.32130000000000003,0.43970000000000004,0.23900000000000002,0.08230000000000001,1.4036000000000002,1.1567,1.0681613673462471,0.2959117141903021,0.43970000000000004,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23421052,4.8372335,23.398829,0.04841828,0.0,-0.018552631,0.33962536,0.11534538,0.054626755,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.023684211,0.40048403,0.16038746,0.059138965,0.0,-0.13708921,0.5170309,0.26732096,0.26514703,0.0,-0.090047106,0.40660402,0.16532683,0.22146143,0.0,-0.22894737,4.0780907,16.630823,0.056140825,0.0,-0.38947368,4.9425077,24.428383,0.07880082,0.0,-0.18947369,9.56968,91.57878,0.019799376,0.0,-0.028947368,0.63885117,0.40813082,0.0453116,0.0,-0.121189356,1.2367498,1.52955,0.0979902,0.0,-0.1368421,2.8815143,8.303124,0.047489647,0.0,-0.26578948,3.542488,12.549222,0.07502904,0.0,-0.19210526,6.7610903,45.71234,0.028413355,0.0,-0.031725146,0.4017037,0.16136585,0.07897649,0.0,-0.031014169,0.10733015,0.011519762,0.28896046,0.0,-0.31733638,3.0652084,9.395503,0.103528485,0.0,-0.35753998,3.9995668,15.996534,0.08939467,0.0,-0.28740034,7.7983575,60.81438,0.036853958,0.0,-0.19173712,1.3487182,1.8190407,0.14216247,0.0,-0.032949563,3.2198846,10.367657,0.01023315,0,0.0,0.0,0.0,True,1,1.0,218.0,0.5956284153005464,5.0,156.62895,93.45264,8733.3955,-1.6653243,0.45397612,0.29286107,0.08576761,0.48368424,4.381579,1.7835891,3.1811903,0.34672844
18205,EPL,2022,2022-08-06 14:00:00,2022-08-06,Saturday,245,Leeds,229,Wolverhampton Wanderers,2,1,3,1,0.88917,1.10119,-0.21202,Home Win,H,H,2,1,0,0,3,0,0.2798,0.3166,0.4036,-0.12380000000000002,1.156,1.5274,1.0867012796577968,-0.36634922624807315,0.4036,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23421052,4.8372335,23.398829,0.04841828,0.0,-0.018552631,0.33962536,0.11534538,0.054626755,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.023684211,0.40048403,0.16038746,0.059138965,0.0,-0.13708921,0.5170309,0.26732096,0.26514703,0.0,-0.090047106,0.40660402,0.16532683,0.22146143,0.0,-0.22894737,4.0780907,16.630823,0.056140825,0.0,-0.38947368,4.9425077,24.428383,0.07880082,0.0,-0.18947369,9.56968,91.57878,0.019799376,0.0,-0.028947368,0.63885117,0.40813082,0.0453116,0.0,-0.121189356,1.2367498,1.52955,0.0979902,0.0,-0.1368421,2.8815143,8.303124,0.047489647,0.0,-0.26578948,3.542488,12.549222,0.07502904,0.0,-0.19210526,6.7610903,45.71234,0.028413355,0.0,-0.031725146,0.4017037,0.16136585,0.07897649,0.0,-0.031014169,0.10733015,0.011519762,0.28896046,0.0,-0.31733638,3.0652084,9.395503,0.103528485,0.0,-0.35753998,3.9995668,15.996534,0.08939467,0.0,-0.28740034,7.7983575,60.81438,0.036853958,0.0,-0.19173712,1.3487182,1.8190407,0.14216247,0.0,-0.032949563,3.2198846,10.367657,0.01023315,0,0.0,0.0,0.0,True,1,1.0,218.0,0.5956284153005464,5.0,156.62895,93.45264,8733.3955,-1.6653243,0.45397612,0.29286107,0.08576761,0.48368424,4.381579,1.7835891,3.1811903,0.34672844
18206,EPL,2022,2022-08-06 14:00:00,2022-08-06,Saturday,86,Newcastle United,249,Nottingham Forest,2,0,2,2,1.8591,0.235825,1.623275,Home Win,H,H,2,1,0,0,3,0,0.8023,0.1695,0.0282,0.7741,2.5764000000000005,0.2541,0.5782005359140034,3.3481606248155424,0.8023,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23421052,4.8372335,23.398829,0.04841828,0.0,-0.018552631,0.33962536,0.11534538,0.054626755,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.023684211,0.40048403,0.16038746,0.059138965,0.0,-0.13708921,0.5170309,0.26732096,0.26514703,0.0,-0.090047106,0.40660402,0.16532683,0.22146143,0.0,-0.22894737,4.0780907,16.630823,0.056140825,0.0,-0.38947368,4.9425077,24.428383,0.07880082,0.0,-0.18947369,9.56968,91.57878,0.019799376,0.0,-0.028947368,0.63885117,0.40813082,0.0453116,0.0,-0.121189356,1.2367498,1.52955,0.0979902,0.0,-0.1368421,2.8815143,8.303124,0.047489647,0.0,-0.26578948,3.542488,12.549222,0.07502904,0.0,-0.19210526,6.7610903,45.71234,0.028413355,0.0,-0.031725146,0.4017037,0.16136585,0.07897649,0.0,-0.031014169,0.10733015,0.011519762,0.28896046,0.0,-0.31733638,3.0652084,9.395503,0.103528485,0.0,-0.35753998,3.9995668,15.996534,0.08939467,0.0,-0.28740034,7.7983575,60.81438,0.036853958,0.0,-0.19173712,1.3487182,1.8190407,0.14216247,0.0,-0.032949563,3.2198846,10.367657,0.01023315,0,0.0,0.0,0.0,True,1,1.0,218.0,0.5956284153005464,5.0,156.62895,93.45264,8733.3955,-1.6653243,0.45397612,0.29286107,0.08576761,0.48368424,4.381579,1.7835891,3.1811903,0.34672844
18207,EPL,2022,2022-08-06 14:00:00,2022-08-06,Saturday,82,Tottenham,74,Southampton,4,1,5,3,1.6172,0.386546,1.230654,Home Win,H,H,2,1,0,0,3,0,0.7002,0.2209,0.0789,0.6213000000000001,2.3215,0.4576,0.7834851375454088,2.1831847806687366,0.7002,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23421052,4.8372335,23.398829,0.04841828,0.0,-0.018552631,0.33962536,0.11534538,0.054626755,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.023684211,0.40048403,0.16038746,0.059138965,0.0,-0.13708921,0.5170309,0.26732096,0.26514703,0.0,-0.090047106,0.40660402,0.16532683,0.22146143,0.0,-0.22894737,4.0780907,16.630823,0.056140825,0.0,-0.38947368,4.9425077,24.428383,0.07880082,0.0,-0.18947369,9.56968,91.57878,0.019799376,0.0,-0.028947368,0.63885117,0.40813082,0.0453116,0.0,-0.121189356,1.2367498,1.52955,0.0979902,0.0,-0.1368421,2.8815143,8.303124,0.047489647,0.0,-0.26578948,3.542488,12.549222,0.07502904,0.0,-0.19210526,6.7610903,45.71234,0.028413355,0.0,-0.031725146,0.4017037,0.16136585,0.07897649,0.0,-0.031014169,0.10733015,0.011519762,0.28896046,0.0,-0.31733638,3.0652084,9.395503,0.103528485,0.0,-0.35753998,3.9995668,15.996534,0.08939467,0.0,-0.28740034,7.7983575,60.81438,0.036853958,0.0,-0.19173712,1.3487182,1.8190407,0.14216247,0.0,-0.032949563,3.2198846,10.367657,0.01023315,0,0.0,0.0,0.0,True,1,1.0,218.0,0.5956284153005464,5.0,156.62895,93.45264,8733.3955,-1.6653243,0.45397612,0.29286107,0.08576761,0.48368424,4.381579,1.7835891,3.1811903,0.34672844
18208,EPL,2022,2022-08-06 16:30:00,2022-08-06,Saturday,72,Everton,80,Chelsea,0,1,1,-1,0.541983,1.92315,-1.381167,Away Win,A,A,0,0,0,1,0,3,0.06,0.1717,0.7683,-0.7082999999999999,0.3517,2.4766,0.6738458312363135,-2.5498357196514885,0.7683,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23421052,4.8372335,23.398829,0.04841828,0.0,-0.018552631,0.33962536,0.11534538,0.054626755,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.023684211,0.40048403,0.16038746,0.059138965,0.0,-0.13708921,0.5170309,0.26732096,0.26514703,0.0,-0.090047106,0.40660402,0.16532683,0.22146143,0.0,-0.22894737,4.0780907,16.630823,0.056140825,0.0,-0.38947368,4.9425077,24.428383,0.07880082,0.0,-0.18947369,9.56968,91.57878,0.019799376,0.0,-0.028947368,0.63885117,0.40813082,0.0453116,0.0,-0.121189356,1.2367498,1.52955,0.0979902,0.0,-0.1368421,2.8815143,8.303124,0.047489647,0.0,-0.26578948,3.542488,12.549222,0.07502904,0.0,-0.19210526,6.7610903,45.71234,0.028413355,0.0,-0.031725146,0.4017037,0.16136585,0.07897649,0.0,-0.031014169,0.10733015,0.011519762,0.28896046,0.0,-0.31733638,3.0652084,9.395503,0.103528485,0.0,-0.35753998,3.9995668,15.996534,0.08939467,0.0,-0.28740034,7.7983575,60.81438,0.036853958,0.0,-0.19173712,1.3487182,1.8190407,0.14216247,0.0,-0.032949563,3.2198846,10.367657,0.01023315,0,0.0,0.0,0.0,True,1,1.0,218.0,0.5956284153005464,5.0,156.62895,93.45264,8733.3955,-1.6653243,0.45397612,0.29286107,0.08576761,0.48368424,4.381579,1.7835891,3.1811903,0.34672844
18209,EPL,2022,2022-08-07 13:00:00,2022-08-07,Sunday,89,Manchester United,220,Brighton,1,2,3,-1,1.42103,1.7289,-0.30787,Away Win,A,A,0,0,0,1,0,3,0.281,0.269,0.45,-0.16899999999999998,1.112,1.6190000000000002,1.0692388435424953,-0.4708929134306196,0.45,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23421052,4.8372335,23.398829,0.04841828,0.0,-0.018552631,0.33962536,0.11534538,0.054626755,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.023684211,0.40048403,0.16038746,0.059138965,0.0,-0.13708921,0.5170309,0.26732096,0.26514703,0.0,-0.090047106,0.40660402,0.16532683,0.22146143,0.0,-0.22894737,4.0780907,16.630823,0.056140825,0.0,-0.38947368,4.9425077,24.428383,0.07880082,0.0,-0.18947369,9.56968,91.57878,0.019799376,0.0,-0.028947368,0.63885117,0.40813082,0.0453116,0.0,-0.121189356,1.2367498,1.52955,0.0979902,0.0,-0.1368421,2.8815143,8.303124,0.047489647,0.0,-0.26578948,3.542488,12.549222,0.07502904,0.0,-0.19210526,6.7610903,45.71234,0.028413355,0.0,-0.031725146,0.4017037,0.16136585,0.07897649,0.0,-0.031014169,0.10733015,0.011519762,0.28896046,0.0,-0.31733638,3.0652084,9.395503,0.103528485,0.0,-0.35753998,3.9995668,15.996534,0.08939467,0.0,-0.28740034,7.7983575,60.81438,0.036853958,0.0,-0.19173712,1.3487182,1.8190407,0.14216247,0.0,-0.032949563,3.2198846,10.367657,0.01023315,0,0.0,0.0,0.0,True,1,2.0,219.0,0.5983606557377049,6.0,156.62895,93.45264,8733.3955,-1.6546237,0.45397612,0.29286107,0.08576761,0.49301374,4.381579,1.7835891,3.1811903,0.90739566
